1	Mainly Alpha
3.50.30.20	Carbamoyl phosphate synthetase, small subunit N-terminal domain
3.50.30.30	
3.50.30.40	RraA-like
3.50.30.50	Putative cyclase
3.50.30.60	LD-carboxypeptidase A C-terminal domain-like
3.50.30.70	Swiveling domain of dehydratase reactivase alpha subunit
3.50.40.10	Phenylalanyl-trna Synthetase, Chain B, domain 3
3.50.50.60	
3.50.70.10	
3.50.80.10	
3.50.90.10	YerB-like
3.50.100.10	protein il1583 domain
3.55.10.10	MTH1598-like
3.55.20.10	Protein-L-isoaspartyl O-methyltransferase, C-terminal domain
3.55.30.10	Hsp33 domain
3.55.40.10	minor pseudopilin epsh domain
3.55.50.10	Baseplate protein-like domains
3.55.60.10	Reovirus components
3.60.9.10	Aldehyde ferredoxin oxidoreductase, N-terminal domain
3.60.10.10	
3.60.15.10	Metallo-beta-lactamase, chain A
3.60.20.10	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1
3.60.20.20	Archaeal IMP cyclohydrolase PurO
3.60.20.30	(Glycosyl)asparaginase
3.60.21.10	
3.60.40.10	Phosphatase 2c; Domain 1
3.60.60.10	Penicillin V Acylase; Chain A
3.60.70.12	L-amino peptidase D-ALA esterase/amidase
3.60.90.10	S-adenosylmethionine decarboxylase
3.60.100.10	Cytotoxic necrotizing factor 1 (CNF1)
3.60.110.10	
3.60.120.10	Anthranilate synthase
3.60.130.10	Clavaminate synthase-like
3.60.140.10	CNF1/YfiH-like putative cysteine hydrolases
3.60.150.10	Chorismate synthase, AroC domain
3.60.160.10	TRAP-like
3.65.10.10	
3.65.10.20	
3.70.10.10	
3.75.10.10	L-arginine/glycine Amidinotransferase; Chain A
3.75.10.20	n-succinylarginine dihydrolase, astb
3.80.10.10	Ribonuclease Inhibitor
3.80.20.20	24 nucleotide stem-loop, u2 snrnp hairpin iv. U2 a'. Chain A, domain 1
3.80.30.10	pyruvate-formate lyase- activating enzyme
3.80.30.20	tm_1862 like domain
3.90.10.10	Cytochrome C3
3.90.15.10	Topoisomerase I; Chain A, domain 3
3.90.20.10	
3.90.20.20	
3.90.25.10	UDP-galactose 4-epimerase, domain 1
3.90.39.10	Hexon Major Viral Coat Protein, domain 2
3.90.45.10	Peptide Deformylase
3.90.50.10	Photosynthetic Reaction Center, subunit H, domain 2
3.90.55.10	Dimethylsulfoxide Reductase, domain 3
3.90.56.10	Phenol Hydroxylase P2 Protein
3.90.70.10	Cysteine proteinases
3.90.75.10	Homing Intron 3 (I-ppo) Encoded Endonuclease; Chain A
3.90.76.10	Dipeptide-binding Protein; Domain 1
3.90.78.10	Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 1
3.90.79.10	Nucleoside Triphosphate Pyrophosphohydrolase
3.90.80.10	Inorganic Pyrophosphatase
3.90.100.10	Ornithine decarboxylase C-terminal domain
3.90.105.10	Molybdopterin biosynthesis moea protein, domain 2
3.90.110.10	L-2-Hydroxyisocaproate Dehydrogenase, subunit A, domain 2
3.90.120.10	DNA Methylase, subunit A, domain 2
3.90.132.10	Leishmanolysin , domain 2
3.90.148.10	Adenovirus Single-stranded Dna-binding Protein, domain 2
3.90.150.10	Variant Surface Glycoprotein, subunit A domain 1
3.90.170.10	Adenylosuccinate Synthetase, subunit A, domain 3
3.90.175.10	Diphtheria Toxin, domain 1
3.90.176.10	Toxin ADP-ribosyltransferase; Chain A, domain 1
3.90.180.10	Medium-chain alcohol dehydrogenases, catalytic domain
3.90.182.10	Toxin - Anthrax Protective Antigen;domain 1
3.90.190.10	Protein tyrosine phosphatase superfamily
3.90.190.20	
3.90.198.10	Replication Fork Single-Stranded Dna Binding Protein
3.90.199.10	Topoisomerase II, domain 5
3.90.209.20	
3.90.210.10	Heat-Labile Enterotoxin, subunit A
3.90.215.10	Gamma Fibrinogen, chain A, domain 1
3.90.220.10	Adenine-n6-DNA-methyltransferase Taqi, Chain A, domain 2
3.90.220.20	DNA methylase specificity domains
3.90.226.10	2-enoyl-CoA Hydratase; Chain A, domain 1
3.90.228.10	
3.90.228.20	
3.90.230.10	Creatinase/methionine aminopeptidase superfamily
3.90.241.10	Foki Restriction Endonuclease, Chain A, domain 1
3.90.245.10	Inosine-uridine Nucleoside N-ribohydrolase, chain A
3.90.249.10	Hexon Major Viral Coat Protein, domain 3
3.90.260.10	Coagulation Factor XIII, subunit A, domain 2
3.90.280.10	Phosphatidylethanolamine-binding Protein;
3.90.290.10	Extracellular Matrix Fibrillin
3.90.310.10	ENV polyprotein, receptor-binding domain
3.90.320.10	
3.90.320.20	
3.90.330.10	Nitrile Hydratase; Chain A
3.90.340.10	Nitric Oxide Synthase; Chain A, domain 1
3.90.350.10	Transposase Inhibitor Protein From Tn5; Chain A, domain 1
3.90.360.10	Histone Acetyltransferase; Domain 1
3.90.370.10	Tissue inhibitor of metalloproteinase-1. Chain B, domain 1
3.90.380.10	Naphthalene 1,2-dioxygenase Alpha Subunit; Chain A, domain 1
3.90.390.10	Methyl-coenzyme M Reductase; Chain A, domain 1
3.90.400.10	Oligo-1,6-glucosidase; Domain 2
3.90.420.10	Sulfite Oxidase; Chain A, domain 2
3.90.430.10	Zinc domain conserved in yeast copper-regulated transcription factors
3.90.440.10	Nitric Oxide Synthase;Heme Domain;Chain A domain 2
3.90.450.1	Minor Coat Protein; Domain 2
3.90.460.10	Ferredoxin Thioredoxin Reductase
3.90.470.10	Ribosomal Protein L22; Chain A
3.90.470.20	4'-phosphopantetheinyl transferase
3.90.480.10	Sulfite Reductase Hemoprotein;Domain 2
3.90.510.10	Cryptophytan Phycoerythrin (Alpha-1 Chain); Chain A
3.90.520.10	Smad3; Chain A
3.90.530.10	Nucleotide Excision Repair Protein Xpa (Xpa-mbd); Chain A
3.90.540.10	Colicin e7 immunity protein. Chain B
3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
3.90.570.10	A heparin-binding domain
3.90.580.10	DNA Primase; Chain A
3.90.600.10	Glycinamide Ribonucleotide Synthetase; Chain A, domain 4
3.90.640.10	Actin; Chain A, domain 4
3.90.640.20	Heat-shock cognate 70kd protein 44kd atpase
3.90.650.10	Phosphoribosyl-aminoimidazole Synthetase; Chain A, domain 2
3.90.660.10	
3.90.660.20	Protoporphyrinogen oxidase, mitochondrial; domain 2
3.90.700.10	Flavocytochrome C3; Chain A, domain 1
3.90.730.10	Ribonuclease Rh-like
3.90.740.10	Isoleucyl-tRNA Synthetase; Domain 2
3.90.760.10	Flavocytochrome C Sulfide Dehydrogenase, Chain A Domain 3
3.90.770.10	3-hydroxy-3-methylglutaryl-coenzyme A Reductase; Chain A, domain 2
3.90.780.10	5'-nucleotidase;  Domain 2
3.90.800.10	Glutamyl-tRNA Synthetase; Domain 3
3.90.810.10	SerineThreonine-protein kinase PAK-alpha; Chain A
3.90.820.10	Structural Genomics, Unknown Function 30-nov-00 1gh9 Mol_id
3.90.830.10	Syntaxin Binding Protein 1; Chain A, domain 2
3.90.840.10	HIV-1 Reverse Transcriptase; Chain
3.90.850.10	Fumarylacetoacetate hydrolase, domain 2
3.90.870.10	DHBP synthase
3.90.920.10	DNA primase, PRIM domain
3.90.920.20	HP0184-like
3.90.930.1	
3.90.930.12	
3.90.940.10	
3.90.940.20	
3.90.950.10	
3.90.950.20	CinA-like
3.90.960.10	YbaK/ProRS associated domain
3.90.970.10	
3.90.980.10	
3.90.1000.10	Hypothetical protein TM0875
3.90.1010.10	
3.90.1020.10	
3.90.1030.10	
3.90.1070.10	
3.90.1100.10	
3.90.1110.10	
3.90.1140.10	
3.90.1150.10	Aspartate Aminotransferase, domain 1
3.90.1150.20	DNA-binding C-terminal domain of the transcription factor MotA
3.90.1160.10	
3.90.1170.10	
3.90.1170.20	
3.90.1170.30	
3.90.1170.40	Molybdopterin synthase subunit MoaE
3.90.1170.50	
3.90.1180.10	
3.90.1200.10	
3.90.1210.10	AFP III-like domain
3.90.1220.10	Cellulose docking domain, dockering
3.90.1230.10	Nitric Oxide Synthase; Chain A, domain 3
3.90.1240.10	Metalloproteases ("zincins"), catalytic domain like
3.90.1260.10	Argininosuccinate synthetase, chain A, domain 2
3.90.1280.10	HSP33 redox switch-like
3.90.1290.10	Plakin repeat
3.90.1300.10	Amidase signature (AS) enzymes
3.90.1310.10	Penicillin-binding protein 2a (Domain 2)
3.90.1320.10	Outer-capsid protein sigma 3, large lobe
3.90.1330.10	Alpha-d-glucuronidase, C-terminal Domain
3.90.1340.10	heat- and protease-stable fragment of the bacteriophage t4 short fibre, domain 3
3.90.1350.10	Exotoxin A, middle domain
3.90.1360.10	Microbial transglutaminase. Chain: a
3.90.1370.10	Protein mu-1, chain B, domain 1
3.90.1380.10	threonine synthase, domain 1, chain A
3.90.1390.10	b-12 dependent (class ii) ribonucleotide reductase, chain A, domain 3
3.90.1400.10	Rotavirus NSP2 fragment, N-terminal domain
3.90.1410.10	set domain protein methyltransferase, domain 1
3.90.1420.10	RuBisCo LSMT C-terminal, substrate-binding domain
3.90.1430.10	Yeast translation eEF2 (G' domain)
3.90.1440.10	Pre-protein croslinking domain of SecA
3.90.1450.10	Proguanylin
3.90.1460.10	GTF2I-like repeat
3.90.1470.10	thrh gene product, domain 2
3.90.1480.10	sialyltransferase cstii, chain A
3.90.1490.10	putative n-type atp pyrophosphatase, domain 2
3.90.1510.10	Glycerate kinase, domain 2
3.90.1520.10	H-NOX domain
3.90.1530.10	Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001, ParB domain
3.90.1560.10	putative 2-phosphosulfolactate phosphatase
3.90.1570.10	tt1808, chain A
3.90.1580.10	paralog of FGE (formylglycine-generating enzyme)
3.90.1590.10	glutathione-dependent formaldehyde- activating enzyme (gfa)
3.90.1600.10	Palm domain of DNA polymerase
3.90.1620.10	adenovirus 2 penton base, domain 2
3.90.1630.10	Outer-capsid protein sigma 3, small lobe
3.90.1640.10	inorganic pyrophosphatase (n-terminal core)
3.90.1650.10	PA1123-like
3.90.1660.10	CofE-like domain
3.90.1670.10	FdhE-like domain
3.90.1680.10	hypothetical protein yedk domain like
3.90.1690.10	phage-related protein like domain
3.90.1700.10	v583 domain like
3.90.1710.10	Enterococcus faecalis V583 domain
3.90.1720.10	endopeptidase domain like (from Nostoc punctiforme)
3.90.1730.10	Infectious bursal virus vp1 polymerase domain
3.90.1740.10	2',3'-cyclic nucleotide 3'-phosphodiesterase superfamily
3.90.1750.10	Hect, E3 ligase catalytic domains
3.90.1760.10	Adenylylcyclase toxin superfamily
3.90.1770.10	PreATP-grasp domain
3.90.1780.10	Trimeric adhesin
3.90.1800.10	RNA polymerase alpha subunit dimerisation domain
3.90.1810.10	Reovirus components
3.90.1820.10	AglA-like glucosidase
3.100.10.10	
4.10.6.10	Fusion Protein Of Alpha-na,k-atpase With Glutathione S-transferase; Domain 3
4.10.8.10	Luciferase; Domain 5
4.10.8.20	DNA/RNA polymerases
4.10.10.10	Metallothionein Isoform II
4.10.20.10	HIV-1 Transactivator Protein
4.10.40.10	
4.10.40.20	
4.10.40.30	Satiety factor CART (cocaine and amphetamine regulated transcript)
4.10.49.10	Cytochrome C Oxidase, chain L
4.10.51.10	Cytochrome C Oxidase, chain K
4.10.60.10	HIV-1 Nucleocapsid Protein
4.10.70.10	Echistatin
4.10.75.10	R-elafin
4.10.80.10	Rhinovirus 14, subunit 4
4.10.80.20	DNA polymerase; domain 5
4.10.80.30	DNA polymerase; domain 6
4.10.80.40	succinate dehydrogenase protein domain
4.10.81.10	Cytochrome C Oxidase, chain M
4.10.81.20	
4.10.87.10	mRNA Capping Enzyme; domain 3
4.10.90.10	Foot-And-Mouth Disease Virus, subunit 4
4.10.91.10	Cytochrome C Oxidase, chain J
4.10.92.10	Aminolevulinic Acid Synthase 2
4.10.93.10	Cytochrome C Oxidase, chain I
4.10.95.10	Cytochrome C Oxidase, chain G
4.10.110.10	Spasmolytic Protein, domain 1
4.10.110.20	Variant surface glycoprotein MITAT 1.2, VSG 221, C-terminal domain
4.10.140.10	Epsilon-Thrombin, subunit L
4.10.160.10	Methanol Dehydrogenase, chain B
4.10.170.10	p53, subunit A
4.10.180.10	
4.10.210.10	Transactivator Protein (TAT, TAT EIAVY)
4.10.220.20	
4.10.220.40	
4.10.230.10	Amyloid A4
4.10.240.10	CD2-Gal4
4.10.260.10	Transducin (heterotrimeric G protein), gamma chain
4.10.260.20	Fe-only hydrogenase smaller subunit
4.10.260.30	
4.10.270.10	Myosin, subunit A
4.10.280.10	HLH, helix-loop-helix DNA-binding domain
4.10.280.20	membrane protein stannin
4.10.280.30	Bcr-Abl oncoprotein oligomerization domain
4.10.290.10	Bacteriorhodopsin Fragment
4.10.320.10	Dihydrolipoamide Transferase
4.10.340.10	Interleukin-10, domain 2
4.10.365.10	p27
4.10.372.10	Lipoxygenase-1; Domain 3
4.10.375.10	Lipoxygenase-1; Domain 2
4.10.400.10	Low-density Lipoprotein Receptor
4.10.410.10	Factor Xa Inhibitor
4.10.420.10	Smk Toxin, alpha chain
4.10.430.10	H-NS DNA Binding Protein
4.10.450.10	Glucose Oxidase, domain 2
4.10.460.10	Inositol Polyphosphate 1-phosphatase, domain 1
4.10.470.10	Ricin (A Subunit), domain 2
4.10.480.10	Cytochrome-c3 Hydrogenase, chain A, domain 2
4.10.490.10	HIPIP (high potential iron protein)
4.10.510.10	Pyruvoyl-Dependent Histidine Decarboxylas, subunit A
4.10.520.10	IHF-like DNA-binding proteins
4.10.530.10	Gamma-fibrinogen Carboxyl Terminal Fragment, domain 2
4.10.540.10	Photosynthetic Reaction Center, subunit H, domain 1
4.10.640.10	30s Ribosomal Protein S18
4.10.650.10	Ag-metallothionein
4.10.670.10	Cholecystokinin A receptor, N-domain
4.10.680.10	Activated P21cdc42hs Kinase; Chain B
4.10.690.10	Cricket Paralysis Virus, Vp4; Chain D
4.10.710.10	Hepatitis C Virus Capsid Protein; Chain A
4.10.720.10	Smad Anchor For Receptor Activation; Chain B
4.10.740.10	Coagulation Factor IX
4.10.760.10	Agouti Related Protein; Chain A
4.10.770.10	Signal Protein Aml-1b; Chain A, domain 3
4.10.780.10	Pyruvate-ferredoxin Oxidoreductase; domain 4
4.10.790.10	Pyruvate-ferredoxin Oxidoreductase; domain 7
4.10.800.10	Invariant Chain; Chain I
4.10.810.10	Virus Scaffolding Protein; Chain A
4.10.820.10	Translocated Intimin Receptor; Chain T
4.10.830.10	30s Ribosomal Protein S14; Chain N
4.10.840.10	Ion Transport, Rhodopsin; Chain A
4.10.860.10	C-terminal UvrC-binding domain of UvrB
4.10.860.20	rabenosyn (458-503), rab4 binding domain 
4.10.870.10	Endo-1,4-beta-glucanase f.  Domain 3
4.10.880.10	Poliovirus 3D polymerase  Domain 1 (Nucleotidyltransferase)
4.10.890.10	HIV 1 nef anchor domain
4.10.900.10	TCF3-CBD (Catenin binding domain)
4.10.910.10	30s ribosomal protein s13, domain 2
4.10.940.10	Quinohemoprotein amine dehydrogenase C chain
4.10.950.10	Ribosomal protein L2, domain 3
4.10.960.10	Ribosomal protein L3, domain 3
4.10.970.10	Ku70, bridge and pillars
4.10.990.10	
4.10.1000.10	CCCH zinc finger
4.10.1010.10	Apical membrane antigen 1
4.10.1030.10	Ring Box Chain A; domain 5
4.10.1040.10	Cysteine-rich DNA binding domain, (DM domain)
4.10.1050.10	Expressed protein At2g23090/F21P24.15
4.10.1060.10	Znf265, first zinc-finger domain
4.10.1070.10	receptor-binding domain of the bacteriophage t4 short tail fibre, domain 2
4.10.1080.10	TSP type-3 repeat
4.10.1090.10	Endosialidase, domain 4
4.10.1100.10	DNA-binding domain of squamosa promoter binding protein-like 12 (lacking the second zinc- binding site)
4.10.1110.10	Riken cdna 2310008m20 protein
4.10.1120.10	Intrinsically disordered gamma-subunit of cGMP phosphodiesterase
4.10.1130.10	btk motif of tyrosine-protein kinase itk
4.10.1140.10	membrane-bound form of the juxtamembrane domain of the epidermal growth factor receptor like domain
4.10.1150.10	AF2212/PG0164-like
4.10.1170.10	MAP kinase activated protein kinase 2
4.10.1180.10	tm1086 domain
4.10.1190.10	Chlorophyll A-B binding protein
4.10.1200.10	nitrate reductase tail
4.10.1210.10	Atu1913-like
4.10.1220.10	EGF-type module
4.10.1230.10	Ecotin, trypsin inhibitor
4.10.1240.10	Hormone receptor superfamily
4.10.1250.10	Aminomethyltransferase  fragment
4.10.1260.10	Scaffolding protein gpD of bacteriophage procapsid
4.10.1270.10	homoprotocatechuate 2,3-dioxygenase domains
4.10.1280.10	Clostridium neurotoxins
4.10.1290.10	Tumor necrosis factor receptor superfamily
4.10.1300.10	Dinoflagellate luciferase
4.10.1310.10	Dinoflagellate luciferase repeat 
4.10.1330.10	non globular Virulence effector SptP domain
